,date,location,operator,ac_type,registration,aboard,fatalities,ground,summary
3826,"May 03, 1986","Near Taipei, Taiwan",Military - Republic of China Air Force,Bell UH-1H / Bell UH-1H (helicopters),,22,22,0,Both helicopters crashed into a rice paddy after experiencing a mid-air collision.
3827,"May 03, 1986","Colombo, Sri Lanka",Air Lanka,Lockheed L-1011-100,4R-ULD,150,22,0,Detonation of an explosive device in the rear section of the cabin while on the ground and passengers were boarding. The aircraft was named City of Colombo.
3828,"May 17, 1986","Hanty-Mansijsk, Soviet Union",Aeroflot,Yakovlev Yak-40,CCCP-87301,5,5,0,Crashed on a test flight.
3829,"May 17, 1986","Atlantic City, New Jersey",Air Taxi - Islip Airco Inc.,Cessna 414A,N414NY,5,2,0,During takeoff the pilot was not able to pull back the control wheel more than 2 inches. He aborted the takeoff late and was not able to stop the plane before it ran off the runway and collided with a car. Delayed aborted takeoff. Restricted elevator control movement.
3830,"May 18, 1986","Djibouti, Djibouti",Military - French Naval Aviation,Dassault Breguet Atlantique,19,19,19,0,Crashed in the vicinity of Day Mountain in heavy rain and low clouds.
3831,"May 24, 1986","Antananarivo, Madagascar",Military - Armée de l'Air Malgache,Douglas C-47,,13,13,0,Flew into the side of a mountain in poor weather.
3832,"June 10, 1986","Near Cairo, Egypt",EgyptAir,Fokker F-27 Friendship 500,SU-GAD,26,23,0,Crashed short of runway and collided with a building during a sandstorm.
3833,"June 12, 1986","Port Ellen, Islay Island",Loganair,de Havilland Canada DHC-6 Twin Otter 300,G-BGPC,16,1,0,The crew mistook Laphroaig for Port Ellen and crashed into a hill. Decision to allow the handling pilot to carry out a visual approach in unsuitable meteorological conditions. An error in visual navigation was a contributory factor.
3834,"June 17, 1986","Howard AFB, Panama",Military - U.S. Air Force,Boeing KC-135A,63-7983,4,4,0,Crashed while attempting to landing.
3835,"June 18, 1986","Grand Canyon, Arizona",Grand Canyon Airlines / Helitech,de Havilland Can. DHC-6 -300/ Bell 206B,N76GC/N6TC,25,25,0,Midair collision. Inadequate visual lookout on the part of  both aircraft. Twenty killed on the de Havilland and  five on the Helitech. The failure of the flightcrew of both aircraft to see and avoid each other for undetermined reasons.
3836,"June 22, 1986","Penza,  Russia",Aeroflot,Tupolev TU-134A,CCCP-65142,59,1,0,The aircraft overan the runway after an aborted takeoff. A passenger died of heart attack.
3837,"July 02, 1986","Near Syktyvar, Russia",Aeroflot,Tupolev TU-134A,CCCP-65120,92,54,0,The aircraft crashed in a forest after an in-flight fire caused by baggage that ignited in the rear cargo hold led to loss of contol of the aircraft.
3838,"July 10, 1986","Maputo, Mozambique",Military - Zimbabwe Air Force,Douglas C-47A,7312,17,17,0,Crashed during takeoff.
3839,"July 26, 1986","Yosemite Nation, California",Air Taxi,Piper PA-32-260,N3643W,6,3,0,The aircraft struck a boulder as the aircraft climbed up a five degree upsloping ridge then nosed into the ground and burst into flames. Pilot disregarded performance data. Overconfidence in aircraft's ability.
3840,"August 04, 1986","Off St. Vincent, Leeward Islands",Leeward Islands Air Transport,de Havilland Canada DHC-6 Twin Otter 300,V2-LCJ,13,13,0,Crashed into the sea in poor weather conditions.
3841,"August 14, 1986","Near Wampusirpi, Honduras",Military - Honduran Air Force,Lockheed C130D,556,59,59,0,Crashed into the jungle in poor weather conditions as it approached Durzana Air Base.
3842,"August 16, 1986","Malakal, Sudan",Sudan Airways,Fokker F-27 Friendship 400M,ST-ADY,60,60,0,Shot down by SPLA rebels with surface-to-air missiles shortly after takeoff.
3843,"August 21, 1986","Frenchglen, Oregon",Air Taxi,Cessna T207A,N73569,6,6,0,During the pilot's attempt to reverse direction at the end of the gorge the aircraft stalled and a loss of control followed. A stall/spin maneuver resulted placing the aircraft in an uncontrolled descent into the terrain. Improper inflight planning/decision. Airspeed not maintained.
3844,"August 28, 1986","Texarkana, Arkansas",Southwest Airlift,Howard 250,N252K,2,2,0,"On takeoff the cargo plane pitched up, rolled inverted and crashed. Improperly loaded. Alcohol impairment of the pilot and co-pilot."
3845,"August 28, 1986","Lander, Wyoming",Denver Air Center,Cessna 441 Conquest,N2727A,7,7,0,"Collided with rising terrain while taking off, 1.5 miles past the end of the runway. Spatial disorientation of the pilot-in-command due to a physical impairment."
3846,"August 31, 1986","Cerritos, California",Aeromexico / Private,MD Douglas DC-9-32 / Piper PA-28-181,XA-JED/N4891F,67,67,15,"A midair collision occurred between a DC-9, attempting to land at LAX  and a Piper at 6,560 ft. over Cerritos, California. The Piper struck and knocked the horizontal and vertical stabilizer off the DC-9. The Piper fell into an unoccupied playground.  The DC-9 crashed into a neighborhood destroying eleven homes and damaging seven others. Sixty-four on the DC-9, three on the Piper who were all decapitated and 15 on the ground were killed. The pilot of the Piper inadvertently entered the LAX Terminal Control Area. The controller was distracted by another small aircraft in the area. The inadvertent and unauthorized entry of the PA-28 into the Los Angeles Terminal Control Area. The limitations of the ""see and avoid"" concept to ensure traffic separation under the conditions of the conflict."
3847,"September 03, 1986","Tullamarine, VIC, Australia",Peninsula Air Services,Cessna 402,VH-RED,6,6,0,The air ambulance flight crashed on takeoff due to engine failure.
3848,"September 05, 1986","Karachi, Pakistan",Pan American World Airways,Boeing B-747-121,N656PA,384,16,1,"While on the ground, four hijackers opened fire on the passengers and crew and threw grenades among them, killing 16 passengers, one crew member and one ground crew member. The aircraft was named ""Clipper Empress of the Seas."""
3849,"September 09, 1986","Hopkinsville, Kentucky",Military - U.S. Air Force,Lockheed C-130A Hercules,56-0468,4,3,0,Overran the runway and crashed.
3850,"September 14, 1986","Amsterdam, Netherlands",Kondair,Britten-Norman BN-2A Trislander,G-BDTP,1,1,0,"The pilot, lacking experience overcorrected a movement in responding to windshear and couldn't  retain control when the aircraft entered a spiral dive as a result of the overcorrection."
3851,"September 19, 1986","Near Mantiqueira, Brazil",Atlantic Southeast Airlines,Embraer 120RT Brasilia,N219AS,5,5,0,"On a delivery flight the aircraft struck a cloud covered mountain at 4,300 ft. Crew did not follow the prescribed course."
3852,"October 03, 1986","Near Manado, Indonesia",East Indonesia Air Taxi,Shorts SC-7 Skyvan 3-200,PK-ESC,13,13,0,Crash into a mountain.
3853,"October 04, 1986","San Antonio, Texas",Southern Air Transport,Lockheed L-100-30 Hercules,N15ST,3,3,0,"The cargo plane lost altitude and crashed inverted. The use by the carrier of a non-approved device designed to raise the elevator during loading operations which was not properly stowed by the flight crew and which lodged in the controls, preventing the flight crew from controlling the airplane during take-off."
3854,"October 14, 1986","Ust-Maya, USSR",Aeroflot,LET 410MT Turbojet,CCCP-67264,14,14,0,Crashed into river on takeoff.
3855,"October 15, 1986","Near Valparasoll, Chile",Military - Chilian Navy,Casa 212-M Aviocar 100,148,11,11,0,Crashed into a mountain.
3856,"October 15, 1986","Shiraz, Iran",Iran Air,Boeing 737-286,EP-IRG,80,3,0,Shiraz Airport was attacked by Iraqi aircraft. Passengers were deplaning at the time of the attack.
3857,"October 16, 1986","Fishers Island, New York",Air Taxi - New London Flying Services Inc.,Piper PA-28-181,N3962M,4,2,0,A Cessna 182 taking off on Rwy 25 collided with a piper pa-28-181 which was landing on Rwy 12. The collision occurred in the intersection of the two runways. The two occupants of the Cessna were seriously injured and the two occupants of the piper were fatally injured in the accident. Both aircraft were destroyed by fire. VFR procedures not followed. Inadequate visual lookout.
3858,"October 19, 1986","Near Komatipoot, South Africa",Government of Mozambique,Tupolev TU-134A,C9-CAA,44,34,0,"Crashed in the Lembombo mountains during a storm. President Samora Machel, president of Mozambique, killed. The aircraft descended below minima even though the crew did not have visual contact with Maputo. A GPWS warning was ignored and the plane hit high ground crashing onto a uphill slope. Navigational error. GPSW ignored. There is speculation that the plane was lured away from the correct flight path by a pirate radio beacon broadcasting on the same frequency as the Maputo Airport, disorienting the pilot."
3859,"October 20, 1986","Kuybyshev, Russia",Aeroflot,Tupolev TU-134A,CCCP-65766,93,70,0,"The plane made a hard landing, crashed and burst into flames after a straight-in hard landing without leveling off."
3860,"October 22, 1986","Manhattan, New York",Private - WNBC,Enstrom F-28F,N8617B,2,2,0,"The helicopter was contracted by NBC to make daily highway traffic observations in the New York City area. The pilot and passenger, Jane Dornacker, a NBC radio traffic reporter, were flying in a northerly direction along manhattan's west side at an altitude of about 75 feet. Witnesses observed the aircraft's main rotor blades stop, the aircraft descended rapidly, struck the top of a chain link fence at a river pier, crashed into the HudsonRiver and sank in 15 to 20 feet of water. Investigation revealed the sprag clutch was inadequately lubricated, had 'rolled over' in the opposite direction of its design and the sprag assembly was damaged. Several sprags and both activating springs were broken and different size sprags were installed. An unauthorized, overhauled clutch had been installed in the aircraft. Dornacker had survived another helicopter crash earlier in the year."
3861,"October 23, 1986","Near Peshawar, Pakistan",Pakistan International Airlines,Fokker F-27 Friendship 600,AP-AUX,54,13,0,"Crashed short of the runway on approach, broke up and landed inverted. Crew error. The aircraft was allowed to descent below MDA. Crew did not properly monitor the altitude."
3862,"October 30, 1986","Near Managua, Nicaragua",Military - Nicaraguan Air Force,Mil Mi-17 (helicopter),294,23,21,0,"Either mechanical failure, weather or ground fire from Contra rebels brought the helicopter down."
3863,"November 02, 1986","Near Zahedan, Iran",Military - Iranian Air Force,Lockheed C-130,,103,103,0,Struck the side of a mountain near the Pakistani border. Crew error. Descent below minimum safe altitude with a defective altimeter and in spite of warnings from the ATC.
3864,"November 06, 1986","Off Sumburgh Head, Shetlands, Scotland",British International Helicopters,Boeing-Vertol Chinook,G-BWFC,47,45,0,The helicopoter crashed into the North Sea while carrying oil workers back to Sumburgh. Rotor failure.
3865,"November 25, 1986","Near Sarowbi, Afghanistan",Military - Afghan Republican Air Force,Ilyushin IL-18,,40,40,0,Shot down by Afghan rebels.
3866,"December 12, 1986","Berlin, East Germany",Aeroflot,Tupolev TU-134A,CCCP-65795,82,72,0,The aircraft crashed after landing on the wrong runway in fog. The crew did not understand the English instructions that the right runway was closed for repairs.
3867,"December 15, 1986","Near Lanzhou, China",CAAC,Antonov AN-24RV,B-3413,44,6,0,"The No. 2 engine failed due to severe icing conditions 30 minutes after leaving Lanzhou. With the prop feathered, the plane crashed before reaching the airport."
3868,"December 25, 1986","Arar, Saudi Arabia",Iraqi Airways,Boeing B-737-270C,YI-AGJ,106,63,0,"Hijacking.  While on a flight from Baghdad to Amman, hijackers exploded a hand grenade in the passenger cabin. While making an emergency descent a second hand grenade exploded in the cockpit causing the plane to lose control crash, break in two and catch fire."
