,month,day,year,char_unknow,time_hour,time_minutes,operator,category_operator,ac_type,category_ac_type,country,route,aboard_people,fatalities_total,ground_deads,summary
2459,January,18,1969,not c,18,21,United Air Lines,Air,Boeing B-727-22QC,Douglas,United States,Los Angeles - Denver - Milwaukee,38 ,38 ,0,"The aircraft crashed into Santa Monica Bay shortly after a night takeoff in poor weather and visibility. The aircraft was dispatched with the No. 3 generator inoperative. While this was allowed, United was required to repair the generator at the first airport where there were repair facilities. The aircraft flew for a total of 41 hours with the inoperative generator passing through airports that had the facilities to repair the generator. Soon after taking off, the crew reported a fire warning in the No. 1 engine and shut it down as required. For reasons that could not be determined, shutting down the No. 1 engine and it’s generator tripped the No.2 generator resulting in the loss of all electrical power in the aircraft. Following loss of all electrical power, the battery standby electrical system either was not activated or failed to function. Electrical power at a voltage level of approximately 50 volts was restored approximately a minute and a half after loss of the No. 2 generator. The duration of this power restoration was just 9 to 15 seconds. Regardless, the pilots did not have functioning attitude indicators from the time the No. 2 generator tripped. In the dark, with no outside or inside reference to guide them, the pilots became spatially disoriented and the plane eventually went into a dive and crashed into the Pacific Ocean 11.3 miles west of the airport and sank in 950 ft. of water. The accident was caused by the loss of attitude orientation during a night, instrument departure in which all attitude instruments were disabled by loss of electrical power. The investigation was not able to determine (a) why all generator power was lost or (b) why the standby electrical power system either was not activated or failed to function."" One unproven scenario that is not contradicted by available evidence was the inadvertent placement of the battery switch to the ""OFF"" position by the flight engineer during attempts to remove galley loads from the generator buses. The galley switches were similar in shape and size, and were located on the flight engineer's upper panel in close proximity to the battery switch. Following the accident, the flight engineer’s panel was redesigned to place a guard over the battery switch."
2460,February,04,1969,not c,Unknown,Unknown,Military - U.S. Air Force,Military,Lockheed HC-130H Hercules,Cessna,Off  Taiwan,Unknown,13 ,13 ,0,Ditched in the Pacific.
2461,February,05,1969,not c,06,53,Puget Sound Air - Air Taxi,Taxi,Beechcraft C-45H,No category,United States,Port Angeles - Seattle,10 ,10 ,0,The plane crashed after a premature liftoff for unknown reasons.
2462,February,05,1969,not c,11,45,Military - U.S. Air Force,Military,Lockheed C-130H,Cessna,Philippines,Unknown,14 ,13 ,0,Inadvertent contact with the water during low-level flight over open ocean while searching for survivors.
2463,February,18,1969,not c,05,10,Mineral County Airlines,Air,Douglas DC-3,No category,United States,"Hawthorne, NV - Burbank - Long Beach",35 ,35 ,0,"The flight designated ""gambler's special"" flew into  Mt. Whitney at 11,770 ft. about 11 miles west of Lone Pine.  Deviated from prescribed course, as authorized, resulting in the aircraft being operated under IFR weather conditions, in high mountainous terrain, in an area where there was a lack of radio navigation aids. Aircraft recovered 8/8/69."
2464,February,24,1969,not c,Unknown,Unknown,Far Eastern Air Transport,Transport,Handley Page Dart Herald 201,No category,Taiwan,Kaohsiung - Taipei,36 ,36 ,0,Crashed after experiencing an engine failure during takeoff. The plane passed over a wooded area and belly-landed in a small cleared and skidded into a creek.
2465,March,05,1969,not c,17,38,Prinair,Air,de Havilland DH-114 Heron 2D,No category,United States,Saint Thomas - San Juan,19 ,19 ,0,Crashed into the Sierra de Luquillo mountains. The vectoring of the aircraft by a ATC trainee into mountainous terrain under IFR  conditions without adequate clearance altitude.
2466,March,08,1969,not c,Unknown,Unknown,Continental Air Transport,Transport,Douglas DC-4,No category,Atlantic Ocean,"Halifax, NS - Santa Maria, Portugal",3 ,3 ,0,The cargo plane went missing en route.
2467,March,08,1969,not c,Unknown,Unknown,Military - U.S. Air Force,Military,Lockheed C-130E Hercules,Cessna,Taiwan,Unknown,12 ,12 ,0,Crashed short of the runway while attempting to land.
2468,March,13,1969,not c,15,52,Wien Consolidated Airlines,Air,de Havilland DHC-6,No category,United States,Fairbanks - Bethel - Minchumina,5 ,1 ,0,Crashed after the pilot experienced spatial disorientation in a whiteout.
2469,March,16,1969,c,12,00,Venezolana Internacional de Aviacion,No category,McDonnell Douglas DC-9-32,No category,Venezuela,Maracaibo - Miami,84 ,84 ,71,"Seconds after becoming airborne, the aircraft struck electrical power lines and crashed into houses in the La Trinidad section of the city. Takeoff calculations made from erroneous information. Faulty temperature sensor along the runway. San Francisco Giants pitcher Nestor Chavez, 22,  killed."
2470,March,19,1969,not c,11,20,Leamon Flying Service,Services,Bell 47G2A1 / Cessna 150H,No category,United States,Unknown,3 ,3 ,0,"Midair collision. Two killed on the Bell, 1 on the Cessna.  Improper or conflicting instructions from ATC. Pilot failed to avoid and see other aircraft."
2471,March,20,1969,not c,06,55,Avion Airways,Air,Douglas DC-3,No category,United States,Memphis - New Orleans,27 ,16 ,0,Crashed while landing in fog. The aircraft was being operated under VFR when it entered a shallow fog overlying the approach lights. Failure of the crew to discontinue descent into conditions below minima upon reaching the decision height. Improper IFR operation. Misunderstanding of instructions. Exercising of poor judgment. Poor crew coordination. Pilot fatigue.
2472,March,20,1969,c,02,00,United Arab Airlines,Air,Ilyushin IL-18D,No category,Egypt,Jeddah - Aswan,105 ,100 ,0,A sand storm in the Aswan area caused the visibility to drop from 10km to 2-3km. The plane made 2 missed approaches and was approaching for the third time when it  banked right causing the right wing to contacted the left side of the runway . The wing broke off and the aircraft crashed in flames. The pilot descended below minimum safe altitude without having the runway lights clearly in sight. A contributing factor was pilot fatigue.
2473,April,02,1969,not c,12,50,Islands of the Bahamas Inc,No category,Curtiss C-46F,No category,Bahamas,Unknown,2 ,2 ,0,The cargo aircraft crashed into the ocean after a reported fire.
2474,April,02,1969,not c,12,40,Military - U.S. Army,Military,Boeing Vertol CH47C (helicopter),Douglas,South Vietnam,Unknown,78 ,24 ,0,"As the helicopter was taking off in a vertical climb, there was a loss in rotor speed and the aircraft touched down on the edge of a ravine and rolled over causing the rotor blades to strike the ground and a fire to erupt."
2475,April,02,1969,not c,16,08,LOT Polish Airlines,Air,Antonov AN-24V,No category,Poland,Warsaw - Cracow,53 ,53 ,0,The aircraft was on a flight from Warsaw to Cracow when it crashed into the Babia Gora mountains. The aircraft deviated from its normal route in heavy fog for unknown reasons.
2476,April,07,1969,not c,Unknown,Unknown,Air Canada,Air,Vickers 757 Viscount,No category,Canada,Unknown,21 ,1 ,0,"A fire in the left landing gear caused the plane to return for an emergency landing. After landing to a full stop,  control was lost of the No.1 engine. Loss of control of the left main gear brakes caused the aircraft to circle to the right during the evacuation. Overheating of the starter selector relay during the starting of the No.1 and 2 engines. The proximity of a wire bundle to the relay provided a source of combustion for the initial fire."
2477,April,15,1969,not c,13,50,Military - U.S. Navy,Military,Lockheed EC-121M,Cessna,North Korea,Unknown,31 ,31 ,0,The aircraft was shot down over the Sea of Japan by two North Korean MiG jet fighters while making a reconnaissance flight.
2478,April,16,1969,not c,Unknown,Unknown,Wigmo,No category,Curtiss C-46,No category,Zaire,Kinshasa - Luluaburg,45 ,45 ,0,The plane developed landing gear trouble while attempting to land at Luluaburg. The pilot chose to return to Kinshasa. He was circling to use up fuel when the accident occurred. The plane crashed into the Congo River. Leased to the Congolese Air Force.
2479,April,19,1969,not c,13,00,Simpson Air Service - Air Taxi,Taxi,de Havilland DHC-2,No category,United States,Unknown,9 ,9 ,0,"Crashed into water after making a steep, nose high turn. Pilot in command failed to maintain flying speed."
2480,April,21,1969,not c,14,59,Indian Airlines,Air,Fokker F-27 Friendship 100,No category,East Pakistan,"Silchar, India - Khulna, Bangladesh",44 ,44 ,0,The aircraft crashed in adverse weather conditions. Windshear. The crew tried to fly through thunderstorms at a low level but lost control in severe downdrafts.
2481,April,24,1969,not c,Unknown,Unknown,Ghana Airways,Air,Douglas DC-3,No category,Ghana,Unknown,33 ,1 ,0,The aircraft struck high ground after engine problems required  a forced landing.
2482,April,25,1969,not c,16,00,Military - U.S. Air Force,Military,Lockheed EC121R,Cessna,Thailand,Unknown,18 ,18 ,0,The aircraft crashed shortly after taking off from Korat Air Base. The plane climbed to about 500 ft. and then slammed into the ground and burst into flames. Severe windshear.
2483,May,05,1969,not c,Unknown,Unknown,Military - Argentine Air Force,Military,Douglas C-47A,No category,Argentina,Service mission,11 ,11 ,0,"Nosed over on landing, exploded and burst into flames."
2484,May,05,1969,not c,Unknown,Unknown,Argentina CAA,No category,Douglas DC-3,No category,Argentina,Unknown,11 ,11 ,0,Crashed during landing attempt.
2485,May,06,1969,not c,13,20,Military - U.S. Army,Military,Boeing Vertol CH47A (helicopter),Douglas,South Vietnam,Unknown,74 ,30 ,0,"As the helicopter was taking off, the landing gear became entangled in some wire which dragged the aircraft down and caused it to fall over a cliff."
2486,May,07,1969,not c,12,45,Flying W Airways,Air,Curtiss C-46F,No category,United States,"Medford, NJ - Allentown, PA",2 ,2 ,0,Lifted off prematurely to avoid a parked aircraft and struck trees.
2487,May,23,1969,not c,Unknown,Unknown,Union of Burma Airways,Air,Douglas C-47,No category,Burma,Unknown,6 ,6 ,0,Lost control on approach and nosed into the ground. Flap asymmetry in the final stages of the flight.
2488,May,25,1969,not c,09,52,Aero Transporti Italiani,Transport,Fokker F-27 Friendship 600,No category,Italy,Rome - Reggio di Calabria,36 ,1 ,0,Landed short of the runway and hit a wall. Misjudgement by the pilots of the distance between the aircraft and the ground during the final phase of the landing approach.
2489,June,04,1969,c,08,42,Compania Mexicana de Aviacion,No category,Boeing B-727-64,Douglas,Mexico,Mexico City - Monterey,79 ,79 ,0,"While the crew was descending and attempting to align with the runway, the plane hit high ground, several kilometers from the airport, in poor weather conditions. Excessive speed and wide radius of turn took the  aircraft out of the designated descent area and over rising terrain."
2490,June,05,1969,not c,Unknown,Unknown,Military - U.S. Air Force,Military,Boeing RC-135E,Douglas,United States,"Shemya, AK - Eielson, AK",19 ,19 ,0,"Vanished en route. A message was received from the aircraft stating they were experiencing a vibration but not declaring an emergency followed by ""crew go to oxygen."""
2491,June,05,1969,not c,07,12,Eureka Aero Inc. - Air Taxi,Taxi,Cessna 337C,No category,United States,Unknown,3 ,3 ,0,Collided with trees on approach. Improper IFR operation. Descended below minima for reasons unknown.
2492,June,20,1969,not c,15,05,Cascade Airways,Air,Beechcraft 99,No category,United States,Pasco - Spokane,2 ,2 ,0,"The aircraft pitched up upon take off, stalled and crashed. The pitch trim was found in the full nose up position. Inadequate preflight preparation and/or planning, improper operation of flight controls by copilot. Failed to obtain/maintain flying speed."
2493,June,23,1969,not c,14,52,Aeroflot,No category,Ilyushin IL-14M / Antonov An-12BP,No category,Russia,Moscow - Chernihiv,120 ,120 ,0,"A soviet air force plane carrying 91 paratroopers collided with a passenger airliner at 3,000 m. The IL-14 pilot changed altitude without permission to avoid storm clouds. Twenty-four killed on the IL-14 and 96 on the An12."
2494,June,28,1969,not c,19,50,Aeroflot,No category,Ilyushin IL-14,No category,Kyrgyzstan,"Talas, Kyrgyzstan - Frunze, Russia",40 ,40 ,0,The passenger plane struck a mountian 34 km from Talas. Crew error. The crew made a right turn  towards the mountains instead of  a left turn.
2495,June,29,1969,not c,Unknown,Unknown,Military - Indian Air Force,Military,Fairchild C-119,No category,India,Unknown,14 ,14 ,0,Unknown
2496,July,06,1969,not c,20,22,Air South,Air,Beechcraft B-99,No category,United States,"Atlanta, GA - Sumpter, SC - Greer, SC",14 ,14 ,0,"The aircraft descended in a near vertical dive crashing to the ground. Unwanted change in longitudinal trim which resulted in a nose down high-speed flight condition that was beyond the physical capacity of the pilots to overcome. The initiating element in the accident sequence could not be specifically determined. However, design of the aircraft flight control system was conducive to malfunctions of the flight control systems which, if undetected by the crew could lead to loss of control."
2497,July,12,1969,not c,Unknown,Unknown,Royal Nepal Airlines,Air,Douglas DC-3,No category,Nepal,Katmandu - Simra,35 ,35 ,0,Collided with trees on a cloud covered mountain summit. The plane was 10 miles from its destination when it crashed. Weather was poor at the time of the accident.
