,date_time,location,operator,flight_no,route,ac_type,registration,cn_ln,summary,total_aboard,total_passengers,total_crew,total_fatalities,passenger_fatalities,crew_fatalities,ground_fatalities
4105,1989-10-26 18:55:00,"Hualien, China",China Airlines (Taiwan),204,Hualien - Taipei,Boeing B-737-209,B-180,23795/1319,"The plane hit a 7,000 ft, mountain 10 minutes after taking off. The flight crew used an incorrect departure procedure.",54,47,7,54,47,7,0
4106,1989-10-27 00:00:00,"Petropavlovsk, USSR",Military - Soviet Air Force,NoData,NoData,Antonov AN-26,NoData,NoData,Crashed while attempting to land in poor weather.,36,30,6,36,30,6,0
4107,1989-10-28 18:37:00,"Halawa Point, Molokai, Hawaii",Aloha Island Air,1712,"Kahului, Maui - Kaunakakai, Molokai",de Havilland DHC-6 Twin Otter 300,N707PV,400,"The aircraft collided with terrain near Halawa Bay, Molokai, Hawaii, while en route on a scheduled passenger flight from the Kahalui Airport, Maui, to Kaunakakai Airport, Molokai. The decision of the captain to continue flight under visual flight rules at night into instrument meteorological conditions, which obscured rising mountainous terrain. The victims included eight members of Molokai High School's volleyball team and staff.",20,18,2,20,18,2,0
4108,1989-11-09 00:00:00,"Monrovia, Liberia",Weasua Airtransport,NoData,NoData,Britten-Norman BN-2A Islander,9L-LAV,767,Crashed on a beach following engine failure.,10,9,1,2,1,1,0
4109,1989-11-10 00:00:00,"Maluti Mountains, Lesotho",Military - Royal Lesotho Defence Force,NoData,NoData,Casa 212 Aviocar,LDF-46,389,Hit a mountain.,18,16,2,18,16,2,0
4110,1989-11-14 00:00:00,"Bardufoss, Norway",Air Express,NoData,NoData,Cessna 551 Citation II,LN-AA,551-0245,The air ambulance crashed into a mountain during an instrument approach.,4,2,2,4,2,2,0
4111,1989-11-21 17:28:00,"Near Tyumem, Russia",Aeroflot,NoData,Perm - Sovietsky,Antonov AN-24,CCCP-46335,97305602,The plane collided with  trees 180 m from the Inner Marker.  Weather was below minima with a 80 m cloud base and 2000 m visibility in haze and snow.,42,36,6,34,28,6,0
4112,1989-11-23 00:00:00,Albania,Military - People's Army/ Military - Peoples Air Force,NoData,NoData,Mil Mi-4 / Mil Mi-4,NoData,NoData,Two helicopters transporting bus accident victims collided in mid-air.,24,NoData,NoData,24,NoData,NoData,0
4113,1989-11-25 07:48:00,"Seoul, South Korea",Korean Airlines,NoData,Seou - Ulsan,Fokker F-28 Fellowship 4000,HL-7255,11223,"The plane crashed during takeoff after losing the left engine, directional control and overrunning the runway and catching fire.",52,46,6,1,1,0,0
4114,1989-11-27 00:00:00,"Near Jamba, Angola",Tepper Aviation,NoData,Kamina - Jamba,Lockheed L-100-20 Hercules,N9205T,4129,Crashed while landing.,5,0,5,5,0,5,0
4115,1989-11-27 07:16:00,"Bogota, Colombia",AVIANCA,203,Bogota - Cali,Boeing B-727-21,HK-1803,19035/272,The plane burst into flames and crashed shortly after taking off from El Dorado Airport. Detonation of an explosive device placed on the floor on the starboard side of the passenger cabin at seat 15F which ignited fuel vapors in an empty fuel tank. The bomb was placed by members of the drug cartel headed by Pablo Escobar in an attempt to kill presidental candidate Cesare Gaviria. He was not aboard the flight.,107,101,6,107,101,6,3
4116,1989-11-28 20:00:00,"Charallave, Venezuela",Lineas Aéreas Cave,NoData,Canaima - Ciudad Guayana -Charallave,Cessna 402,YV-478C,NoData,"The aircraft was making a night, VOR instrument approach to Runway 28.  Visual meteorological conditions prevailed, except for some parts of the airport which were obscured by low cloud.  Approaching Runway 28, the aircraft was too high to land and the pilot chose instead to enter a right downwind to land on Runway 10.  At approximately 400 feet above ground level on final for Runway 10, the aircraft entered some clouds, the base of which were reported by the tower operator to be at 10 meters.  The aircraft continued its descent, initially striking some trees about 400 feet short of the runway, then shearing off one of the main landing gear on a hillside road about 200 feet prior to the runway.  The aircraft, under full power and nose up, began to climb, but rolled inverted and crashed at the threshold of Runway 10.  The wing fuel tanks were ruptured and the fuselage, trailing fire, slid across the runway and stopped on the parallel taxiway.  A fire ensued and airport fire and rescue crews put out the fire within 10 minutes.  Both pilots and one passenger were killed by impact and the remaining four passengers were taken to the hospital with moderate injuries.  The primary cause of the accident was the pilot's decision to descend without visual reference to the surface.  A contributing factor was the negative affect on crew performance that resulted from not using oxygen at 12,000 feet during the flight from Ciudad Guayana.",7,5,2,3,1,2,0
4117,1989-11-28 18:25:00,"Block Island, Rhode Island",New England Airlines,NoData,"Block Island, RI - Westerly, RI",Britten-Norman BN-2A Islander,N127JL,69,Crashed into the sea 4 miles Northwest of the Island. Unknown cause. There was sever turbulence and windshear in the area.,8,7,1,8,7,1,0
4118,1989-12-01 09:30:00,"Patuxent, Maryland",Military - U.S. Army,NoData,Fort Belvoir - Patuxent River NAS,CASA 212 Aviocar 200,N296CA,296,"The crew inadvertently selected ""Beta Range"" on the propellers at 800 feet. The aircraft then stalled and crashed into the river.",5,0,5,5,0,5,0
4119,1989-12-21 14:00:00,"Near Guayaramerin, Bolivia",Military - Bolivian Air Force,NoData,Guayaramerin - Santa Cruz,Lockheed C-130A,TAM-62,3187,The passenger flight crashed into a jungle shortly after taking off.,28,NoData,NoData,24,NoData,NoData,0
4120,1989-12-26 22:30:00,"Pasco, Washington",United Express,2415,Yakima - Pasco,British Aerospace 3101 Jetstream 31,N410UE,776,"The aircraft was observed sinking fast while attempting to land at Pasco. The aircraft suddenly nosed over and crashed short of the runway. The crew's decision to continue an unstabilized instrument landing system approach that led to a stall, most likely of the horizontal stabilizer, and loss of control at low altitude. Contributing to the accident was the air traffic controller's improper vectors that positioned the aircraft inside the outer marker while it was still well above the glideslope. Contributing to the stall and loss of control was the accumulation of airframe ice that degraded the aerodynamic performance of the airplane.",6,4,2,6,4,2,0
4121,1989-12-28 00:00:00,"Near Visina, Romania",Tarom,NoData,Bicharest - Beogard,Antonov An-24RV,YR-BMJ,77310801,Crashed in poor weather conditions. Rumors suggest the plane was shot down.,7,1,6,7,1,6,0
4122,1989-12-30 00:00:00,Milford Sound,Air Fiordland,NoData,NoData,Cessna 207 / Cessna 207,ZK-DAX / ZK-DQF,131/53,"Midair collision. Five killed on ZA-DAX, ZK-DQF landed safely.",5,4,1,5,4,1,0
4123,1990-01-02 13:40:00,"Java Sea, Indonesia",Pelita Air Service,NoData,Palambang and Jakarta,CASA 212 Aviocar 200,PK-PCM,217/57N,Ditched into the Java Sea after experiencing mechanical problems with the right engine and being unable to maintain altitude. The crew shut down the engine and feathered the propeller but could not maintain altitude despite jettisoning luggage out of the aircraft.,16,13,3,9,7,2,0
4124,1990-01-13 12:56:00,"Near Pervouralsk, Russia",Aeroflot,NoData,Tyumen - Ufa,Tupolev TU-134A,CCCP-65951,2351703,A fire in the rear cargo hold and fire warning in both engines forced the plane to crash land in a snow laden field. The plane broke up after striking irrigation equipment. Short circuit in the electrical wiring.,71,65,6,27,23,4,0
4125,1990-01-15 08:30:00,"Pico Blanco, Costa Rica",SANSA,032,San Jose - Palmar Sur,CASA 212 Aviocar 200,TI-SAB,163,"Crashed about 4,500 feet up on 7,250 ft. Pico Blanco Mountain, 10 miles southwest of San Jose, five minutes after taking off in a driving rainstorm. Continued VFR flight into IFR condtions.  The aircraft was not  equipped with a GWPS.",23,20,3,23,20,3,0
4126,1990-01-17 07:19:00,"Near Leadville, Colorado",Federal Express,824,Denver - Montrose,Cessna 208A Caravan I Cargomaster,N835FE,208-00091,"The cargo plane crashed into a 14,200 ft. Mount Massive 50 feet below the summit  while en route. Diversion of the pilot's attention, resulting in an in flight collision with terrain during normal cruise flight.",1,0,1,1,0,1,0
4127,1990-01-18 17:10:00,"Ansonia, Ohio",Aeroflite Services,NoData,"Detroit, MI - Louisville, KY",Learjet 23,N331DP,23-067,Twenty minutes after taking off  the crew began to display signs of incapacitation. Twenty minutes later the plane went into a steep dive and crashed to the ground. The flight crew became incapacitated for undetermined reasons and lost control of the airplane.,2,0,2,2,0,2,0
4128,1990-01-23 07:35:00,"Near Caracas, Venezuela",Military - Venezuelan Navy,-,Caracas - Puerto Ayancucho,CASA 212-200 Aviocar,ARV-0210,268,"Crashed into El Junquito Hill 5 minutes after taking off and burned. Most likely cause was reduced visibility, rain and low overcast.",25,22,3,25,22,3,0
4129,1990-01-25 21:34:00,"Cove Neck, New York",AVIANCA,052,Medellin - New York City,Boeing B-707-321B,HK 2016,19276/592,"The aircraft was put in a series of extended holding patterns as it approached New York.The crew informed ATC they were running out of fuel but did not declare an emergency and were cleared to land. After a missed approach and during  a go-around, the plane ran out of fuel and crashed in a wooded area. The captain speaking very little English and communicating through the first officer, at no time declared an emergency. The first officer used the term ""we need priority"" several times, rather than declaring an emergency. The ATC did not realize the peril of the aircraft. Failure of the crew to properly communicate the emergency situation to the ATC. Although blame was placed squarely on the crew there are several reasons why ATC should have  taken some responsibility for the accident. ATC was trying to land too many planes at once given the weather and number of missed approaches and aborted landing that were taking place. The plane was put in an extended holding pattern on three different occasions. The crew was not told of wind shear below 500 ft. which led to the aborted landing attempt. The plane was passed between three different controllers as it came out of its holding pattern to land. Each time the crew had to repeat their fuel situation.  The crew did say ""we are running out of fuel"" numerous times only to be taken on a wide circling pattern after the first attempt at landing was aborted. Although the major blame was placed on the crew, in the end, the FAA paid 40% of compensations to the passenger's families.",158,149,9,73,65,8,0
4130,1990-01-25 00:00:00,"Mt Rijani, Lombok Island, Indonesia",Airfast Services,NoData,Ujung Pandang - Selaparang,Hawker Siddeley HS-748-2A,PK-OBW,1567,"Crashed into Mt. Ringani after being diverted en route to Denpasair, Bali, due to bad weather.",19,16,3,19,16,3,0
4131,1990-01-26 00:00:00,"Zavkhan, Mongolia",MIAT - Mongolian Airlines,NoData,NoData,Antonov AN-26V,BNMAU-10208,57310208,NoData,30,NoData,NoData,30,NoData,NoData,0
4132,1990-01-27 17:35:00,"Near Kinkala, Congo",Military - Congolese Air Force,NoData,Pointe-Noire - Brazzaville,Nord 262C-66,TN-230,103,Rain and high winds caused the aircraft to crash 50 miles from it's destination of Brazzaville.,28,23,5,28,23,5,0
4133,1990-01-29 21:00:00,"Burlington, Vermont",Airborne Express,NoData,"Burlington, VT - Albany, NY",Cessna 208B Caravan I,N4688B,208B-0169,"In light snow, the cargo plane was unable to gain altitude and crashed into trees. The failure of the pilot to de-ice the airplane prior to departure, and his decision to make the takeoff at a weight that exceeded both the maximum structural takeoff weight and the reduced takeoff weight allowed for icing conditions resulting in an inadvertent stall.",2,1,1,2,1,1,0
4134,1990-01-29 20:33:00,"Plattsburgh, New York",Wiggins Airways,NoData,Plattsburgh - Syracuse,Cessna 208B Caravan I Super Cargomaster,N854FE,208B-0172,"The cargo plane took off at night in snow was unable to gain altitude, make a steep descent and crashed into trees. Loss of control in-flight after the airplane stalled during climbout. The stall resulted from a loss of lift due to a contaminated wing surface. Contributing to the accident was the failure of the pilot to de-ice the aircraft prior to departure.",1,0,1,1,0,1,0
4135,1990-02-05 08:37:00,"Near Ibague, Colombia",Helicopteros Nacionales de Colombia,NoData,Bogota via Neiva - Ibague,Grumman G-159 Gulfstream I,HK-3315X,024,"Struck Mt. El Saluda at 5,000 ft., near Image, after announcing a go-around with intentions of diverting to their alternate.",15,11,4,15,11,4,0
4136,1990-02-12 09:29:00,"Bauru, Brazil",TAM (Brazil),NoData,San Palo - Bauru - Aracatuba,Fokker 27 Friendship 200,PT-LCG,10206,"Crashed after an aborted landing following landing  too fast and 2/3rds down the runway. The pilot attempted a go-around, became airborne but stalled and crashed into houses and a car killing two people.",40,36,4,2,1,1,2
4137,1990-02-14 13:03:00,"Near Bangalore, India",Indian Airlines,605,Bombay - Bangalore,Airbus A320-231,VT-EPN,079,"On final approach, the aircraft descended below the normal approach profile until it hit the ground 2,300 ft. short and 200 ft. to the right of the runway centerline. The co-pilot's (in this case check captain's) flight director was left in the Open Descent Idle Mode instead of the Vertical Speed Mode, the prescribed setting for an approach and landing.The aircraft could not maintain the correct flight path at idle power. Failure of the crew to realize the gravity of the situation and respond immediately towards proper action of moving the throttles, even after the radio altitude call-outs.",146,139,7,92,87,5,0
4138,1990-02-17 19:30:00,"Near Ngwerere, Zambia",Military - Zambian Air Force,NoData,M'bala - Likouala,DHC-5 Buffalo,AF316,66,Suddenly dove into a field as it prepared to land at Likouala.,29,24,5,29,24,5,0
4139,1990-02-27 19:47:00,"Denver, Colorado",Federal Express,NoData,Aspen - Denver,Cessna 208A Caravan I Cargomaster,N820FE,208-00043,"While on an ILS approach, the cargo plane encountered icing conditions. Subsequently it entered a steep descent and crashed short of the runway. The accumulation of structural ice and subsequent stalling of the aircraft. The icing condition was a related factor.",1,0,1,1,0,1,0
4140,1990-03-01 00:00:00,"Near Meerut, India",Military - Indian Air Force,NoData,NoData,MiG-23,NoData,NoData,"After the pilot ejected safely, the aircraft crashed into two trucks killing 50 people on the ground.",1,0,1,0,0,0,50
